Name	Value	Count
Nnice Karaoke - Lê Văn Sỹ	403	116
Nnice Karaoke - Nguyễn Thị Minh Khai	528	140
Nnice Karaoke - Phan Văn Trị	259	78
Nnice Karaoke - Phan Xích Long	200	57
Nnice Karaoke - Võ Thị Sáu	244	68
No Name Restaurant  - Món Pháp Giá Việt	8	2
No Stress Cafe	18	12
No.5 Bar	920	200
No.96 - Quán 96 Lẩu & Nướng	16	4
No.96 - Võ Văn Tần	124	31
No1 Ramen - Trần Hưng Đạo	24	6
Nobita - Trà Sữa	14	4
Nồi Nhỏ Corner	25	5
Noir - Dining In The Dark	8	2
Noir.	11216	2410
Nôm Nôm Coffee & Cakes	5	1
Nomad Cafe	96	24
Nomad Cafe - Nguyễn Đình Chiểu	8	2
Nón Lá Restaurant	20	4
Nông Trại Khoai - Bún Khoai	8	2
Nông Trang Xanh - Nguyễn Thị Rành	360	120
Noob Store Coffee And Tea	7	2
Nori Express - Sushi	17	4
Nossa Steakhouse	8316	1905
Nossa Steakhouse - Phạm Hồng Thái	7	2
Notes Coffee	12	3
Novotel Hotel - Hai Bà Trưng	456	126
Now Karaoke	48	12
Now zone	50	10
Nowzone Foodcourt	78	20
NP's Bakery & Coffee	17	5
NP's Bakery & Coffee - Võ Văn Tần	88	22
NSN Cafe - Cafe Bãi Biển	1129	326
Nụ Cười Vui Game Center - SC VivoCity	16	4
Nubei 	4	1
NuBei - Cống Quỳnh	48	12
NuBei Nước Mây - Lữ Gia	5	1
Nubei nước mây - Nguyễn Tất Thành	60	15
Núi BBQ	4	1
Núi BBQ - Tinh Hoa Món Nướng Vùng Cao	16	4
Nui xào bò 12k - Dương Bá Trạc	4	1
Nui xào bò sườn ốp la - Hàn Hải Nguyên	5	1
Nun Store - Bánh Phô Mai Ông Già Hàn Quốc	0	2
Nước Dừa Tắc - Pasteur	16	4
Nước Ép Số 2 - Nguyễn Thượng Hiền	7	2
Nước Mát An Plus	7	2
Nước mía đá xay Kibi	79	16
Nước Mía Langon	24	6
Nước mía vườn Cau	26	7
Nước Sâm 2 Ông Mập	7	2
Nước Sâm Hồng Phong - Lê Hồng Phong	30	6
Nước Sâm Nước Mát Hồng Phong - Lê Hồng Phong	8	2
Nước uống đóng chai Home Made	0	2
Nướng Bệt Quán	4	1
Nướng Lẩu Chòi - Hoa Mai	9	2
Nướng Lu Minh Đạt	20	4
Nướng Lụi - Ngô Tất Tố	0	3
Nướng Ngói - Lẩu - Nướng - Xiên Que 5K	0	6
Nướng Ngói Bắc Hải - Nguyễn Giản Thanh	8	2
Nướng Ngói Sài Gòn - Phạm Văn Đồng	56	14
Nướng Ngon - Chuyên lẩu nướng	2	1
Nướng Phá lấu - Hàng Lược	2	1
Nướng và lẩu Zô Zô	32	8
Nướng Xiên Que Hàng Me 3	4	1
Nutri House Trà Sữa	9	2
Ny Yubi shop	25	5
NYDC - Đồng khởi	89	26
NYDC - Nguyễn Trãi	116	29
NYDC - Parkson Cantavil	28	7
NYDC - Phú Mỹ Hưng	45	11
NYDC - Vincom	20	4
Ô ăn vặt - Nguyễn Sơn	96	24
Ô Cấp 1 Cafe	4	1
O Khướu - Bún Bò Huế	83	20
Ô Mê Ly Coffee & Tea milk	4	1
O Rít - Bún Sườn Bò Đuôi Bò	48	12
O Trinh - Bánh Bèo Huế	6	2
O2 Cafe	12	4
Oanh Sushi	6	2
Oasis Cafe	30	10
O'Brien's Factory	3011	680
Ốc - Pasteur	5	1
Ốc “Mắm Sữa”	36	10
Ốc 10k - Phạm Thế Hiển	4	1
Ốc 20k - Lê Quang Sung	13	4
Ốc 20k 219c - Lê Quang Sung	4	1
Ốc 235 - Mai Xuân Thưởng	8	2
Ốc 235A	40	10
Ốc 284 - Ốc Ngon Giá Cực Rẻ	5	1
Ốc 286 	4	1
Ốc 379 - Vĩnh Viễn	4	1
Ốc 68 - Tuy Lý Vương	57	12
Ốc 88 - Ốc Bình Dân	8	2
Ốc bà cô lốc cốc - Khánh Hội	8	2
Ốc Bầu 	8	2
Ốc Bi - Cao ốc Thuận Việt	20	5
Ốc Bình Dân - Lê Quốc Hưng	5	1
Ốc Bình Dân 691 - Hưng Phú 	4	1
Ốc Bống - Nguyễn Kiệm	8	2
Ốc Bụi	4	1
Ốc Bụng Bự	5	1
Ốc Cà Na	7	2
Ốc Cẩm	4	1
Ốc Chánh	10	17
Ốc Chị Em	84	21
Ốc Chợ Bàn Cờ - Nguyễn Thiện Thuật	4	1
Ốc CK	7	2
Ốc Cô Năm - Dương Bá Trạc	24	6
Ốc Cô Sáu 79	5	2
Ốc Cúc - Cô Bắc	684	152
Ốc Đào - Nguyễn Thái Học	64	16
Ốc Đào - Nguyễn Trãi	124	29
Ốc Đào 3	58	15
Ốc Gì Đây - Hàu 10K	1053	234
Ốc Hihi 22 - Nơ Trang Long	8	2
Ốc Hòa - Trường Sa	8	2
Ốc Hoàng - Lê Thị Hồng	4	1
Ốc Hội Ngộ	6	2
Ốc Hồng - Công Chúa Ngọc Hân	4	1
Ốc Ken Sài Gòn - Ký Con	60	15
Ốc Khánh	6	2
Ốc Khánh 	6	2
Ốc Khánh - Thiên Phước	135	30
Ốc không tên	0	10
Ốc Liên - Nguyễn Thị Thập	12	3
Ốc Mâm 5 Món	26	6
Ốc Mỵ	5	2
Ốc Ngon Phố Chợ - Tạ Quang Bửu	615	137
Ốc Nguyên 2 - Quang Trung	7	2
Ốc Nhi -  Ốc đồng giá 20k	4	1
Ốc Nhi - Đồng Giá 20k	8	2
Ốc Nhi 2 - Nguyễn Biểu	20	8
Ốc Nhớ Sài Gòn	118	31
Ốc Nhớ Sài Gòn - Trịnh Đình Trọng	30	8
Ốc Nhốc - Ốc luộc - Ốc xào Hà Nội	16	4
Ốc Như	108	27
Ốc Như - Điện Biên Phủ	5	1
Ốc Như Tâm	16	4
Ốc Nhưng Lương Sơn	3	1
Ốc Những Người Bạn	50	16
Ốc nóng vị quê	5	1
Ốc Nóng Vị Quê - Trương Quốc Dung	32	8
Ốc nướng và Hàu 10k - Cù Lao	8	2
Ốc Oanh	59	15
Ốc Oanh 1 - Vĩnh Khánh	17	6
Ốc Ông Mập	5	2
Ốc Ông Ty 20k	26	6
Ốc Phương - Thiên Phước	68	17
Ốc Phương 2 - Cao Ốc Thuận Việt	5	2
Ốc Phương 2 - Lý Thường Kiệt	4	1
Ốc Quang Anh	64	16
Ốc Quang Anh - Tô Hiến Thành	8	2
Ốc Quỳnh	145	29
Ốc Quỳnh - Trần Kế Xương	69	17
Ốc Ron	4	1
Ốc sạch - D2	4	1
Ốc Sáu Nở	55	14
Ốc Sỉn - Nghêu sò ốc trong hẻm	8	2
Ốc Sinh Viên - Chu Văn An	4	2
Ốc Sinh Viên - Lê Văn Khương	4	1
Ốc Sinh Viên 3 - Lê Trọng Tấn	20	9
Ốc tài vượng	16	4
Ốc Tân Hiệp	4	1
Ốc Thành - Nguyễn Văn Cừ	4	1
Ốc Thảo - Hải Sản Ngon Bổ Rẻ	33	9
Ốc Thảo - Nguyễn Xí	62	13
Ốc Thảo 2	93	24
Ốc Thảo Quán	28	8
Ốc Thúy	6	2
Ốc Thúy - Lê Tự Tài	16	4
Ốc Thúy Kiều Quy Nhơn	5	1
Ốc Thuyền	8	2
Ốc Tiên - Ba Đình	4	1
Ốc tô - Vạn Kiếp	5	1
Ốc Tô - Xóm Chiếu	78	28
Ốc Tô Bình Đa - Võ Thị Sáu	4	1
Ốc Toàn - Trường Chinh	72	16
Ốc Trang - Cống Quỳnh	24	6
Ốc Tre Một - Ốc & Hải Sản	21	6
Ốc Tư Đỏ - Dương Bá Trạc	10	3
Ốc Tuyết	24	6
Ốc Út Trang	3	1
Ốc Uyên	8	2
Ốc Vui Vẻ	8	2
Ốc Vui Vẻ - Công viên Làng Hoa	4	1
Ốc xinh	13	3
Ốc Xuân Hón - Lê Thị Bạch Cát	17	5
Ốc Xuyên - Chợ Bàn Cờ	8	2
Ocean Palace - Ẩm Thực Trung Hoa	2120	529
Octopus King	5	1
ODEWA Bakery	5	1
Oh Mr Bean - Tô Hiến Thành	60	15
Oh My Guu	32	8
Oh My Guu Cafe	729	162
OH!!  Drink Style 	48	12
Ohama - Hair Salon Japan Mode	177	118
OhanaFoodShop	0	1
Ohlala Delicious - Lam Sơn	24	6
Oikekifood Homemade	0	6
Oishii Coffee - Nguyễn Trọng Tuyển	48	12
OKEMY - Kem cuộn	5	1
Okome Sushi Bar	25	5
Okonomiyaki - Bánh Xèo Nhật - AEON Mall	56	14
OLE	9483	2081
Oliu Đỏ - Hoàng Diệu	56	14
OLiu Đỏ - Lý Chính Thắng	4	1
OLiu Đỏ - Món Âu Đất Việt	16	4
OMG Rooftop	6	2
On Rice	415	100
One More Homemade Food	0	1
OneLife Matcha - Thi Sách	1312	328
Oneplus Beer Club 	5	1
Oneplus Beer Club - Beer Club Sân Thượng	85	22
Ông Mập - Bánh Mì Gà Đà Nẵng - Vườn Chuối	20	4
Ong rừng Ama Thuột	10	3
Ong Xinh Karaoke	40	10
Online: Đặc sản Quê Tui	40	8
Ooh La La - Choux Creme Bình Giã	28	7
Oohlala Delicious	672	168
OohlalaDelicious	480	96
Ootoya Japanese Restaurant - Vietnam	48	12
Open Coffee - Đường Số 2	9	2
Open T Cafe - Nguyễn Cư Trinh	14	4
Opera Buffet - Park Hyatt Hotel	1232	308
Opera Buffet - Park Hyatt Saigon	752	188
Opera Tea Club 	24	6
Opera Tea Club - Lý Tự Trọng	64	16
Opera Tea Club - Quán Cafe Ngủ Thoải Mái 24h	22	6
Opla's Coffee Take Away	14	4
Oppa Kimbap	12	3
Oppa Kimbap - Shop Online	212	46
Orange box coffee	45	9
Orchid Cafe	9	2
Orico Cafe - Cù Lao	95	20
Orient Clinic - Skin Care	756	168
Oromia Coffee	262	60
Oromia Coffee 	41	10
Oromia Coffee - Nam Kỳ Khởi Nghĩa	104	28
Ory Coffee - Quán Tre	528	132
Osaka - Cơm Thố Nhật Bản	274	74
Osaka - Cơm thố Nhật Bản 	44	11
Osaka Ohsho	8	2
Osaka Ohsho Phan Xích Long - Quán Mì - Gyoza Nhật Bản	15	4
Osaka Ohsho Vietnam	278	61
Osaka Ramen Mì Nhật - Phú Mỹ Hưng	74	18
Osaka Ramen Mì Nhật - Thái Văn Lung	40	10
Osakaramen	36	9
Oshii Food - Shop Online	10	4
Oshiifood	140	35
Ớt xanh House - KDT An Phú An Khánh	5	1
Our Matcha & Cafe	12	3
Our Matcha & Cafe - Hồ Tùng Mậu	8	2
Our matcha & cafe - Huỳnh Thúc Kháng	4	1
Our Matcha & Cafe Takeaway - Nguyễn Huệ	92	23
Our Matcha & Coffee	8	2
OWL Drink- Cú Ú Homemade	44	9
OYA Gyros	3674	929
OYA Gyros - Bánh Mì Cuộn Hy Lạp	40	8
Oz Coffee House	76	19
OZ Coffee House - Huỳnh Tịnh Của	134	29
OZ Coffee House - Lê Văn Sỹ	20	6
Oz Coffee House 2	46	12
P Cake - Shop Online	32	8
P&J Cafe	6	2
PA Foods – Gà Xông Khói	27	6
Pặc Pi - Đá Bào Mật Trái Cây	8	2
Pacey Cupcakes	4	1
Pacey Cupcakes - Nguyễn Du	80	20
Pacey Cupcakes - Tôn Đức Thắng	64	16
Pachi Pachi - Nhà Hàng Nướng	15	5
Pachi Pachi - Thịt Nướng Nhật Bản	8	2
Pacman - Thế Giới Tráng Miệng & Cơm Văn Phòng	12	4
Padma De Fleur	16	4
Padma De Fleur - Lê Thánh Tôn	210	60
Paintball Trí Long	24	6
Pamas Beauty Clinic - Sương Nguyệt Ánh	21	6
Pammje Phụng	0	8
Pan Clinic Medical Beauty Center	688	172
Panam	392	89
Pancake and Crepe - Trần Khắc Chân	5	1
Pancake LeoT	4	1
Panda BBQ - Chi nhánh Nguyễn Tri Phương	52	13
Panda BBQ - Nguyễn Tri Phương	4	1
Panda BBQ - Xiên Nướng Đồng Giá 5000	82	24
Panda BBQ 2 - Xiên nướng đồng giá	35	11
Panda BBQ 2 - Xiên Nướng Đồng Giá 5000	15	4
Panda BBQ 3 - Trung Sơn	12	3
Panda BBQ 3 - Xiên Nướng Đồng Giá 5000	15	4
Pandora City	18	14
Panini	196	49
Papa Mango	64	16
Papa Xốt - Đồng Đen	16	4
Papa xốt - Nguyễn Trãi	4	1
Papa xốt - Pearl Plaza	68	17
Papa Xốt- Quang Trung	24	6
Papagayo Saigon	3276	782
Papa's Chicken - An Phú	102	26
Papa's Chicken - Cách Mạng Tháng 8	8	2
Papa's Chicken - Cách Mạng Tháng Tám	5	1
Papa's Chicken - Phú Mỹ Hưng	226	60
Papa's Chicken - Trường Sa	44	11
Papa's Chicken & Beer Thủ Đức	121	31
Papaxốt - Đồng Đen	103	26
Papaxốt - Nguyễn Trãi	126	34
Papaxốt - Pearl Plaza	8	2
Papaxốt - Phạm Hùng	83	21
Papaxốt - Quang Trung	57	14
Papiyon Coffee	45	9
Pappa Roti - CoopMart Đinh Tiên Hoàng	6	2
Paris Baguette - Cao Thắng	163	41
Paris Baguette - Hai Bà Trưng	92	23
Paris Baguette - Sky Garden	28	7
Paris Baguette - Vincom Center	9	2
Paris Baguette - Vincom Center A	51	17
Paris Baguette - Vincom Center B	89	23
Paris Deli Cafe - Lê Lợi	8	2
Parista The Cafe - Yersin	3	1
Park Hyatt Saigon Hotel	74	17
Parkson Hùng Vương	18	6
Parkson Hùng Vương Shopping Center	104	26
Parkson Lê Thánh Tôn	35	12
Parkview Buffet - New World Hotel	4	1
Partea - English Tearoom	92	25
Partea - English tearoom - Nguyễn Huệ	152	38
Pasha	2272	660
Passio Coffee - 250 Điện Biên Phủ	8	2
Passio Coffee - Điện Biên Phủ	8	2
Passio Coffee - Đinh Tiên Hoàng	19	5
Passio Coffee - Hồ Tùng Mậu	61	16
Passio Coffee - Khánh Hội	6	2
Passio Coffee - Lê Hồng Phong	9	3
Passio Coffee - Nguyễn Cư Trinh	40	10
Passio Coffee - Nguyễn Du	86	21
Passio Coffee - Nguyễn Thái Học	32	8
Passio Coffee - Nguyễn Trãi	4	1
Passio Coffee - Xô Viết Nghệ Tĩnh	202	51
Pasta Box	3563	808
Pasta Food	60	15
Pasta Food - 0939477748	60	15
Pasta Food - Nguyễn Đình Chiểu	4	1
Pasta Food - Shop Online	7	2
Pasta Lust	1185	270
Pasta Paradise	130	34
Pasteur Street Brewing Company	11872	2586
Pasteur Street Brewing Company - Pasteur	16	4
Peace Of Mind Coffee	9	2
Pearl Cafe - 92 Nguyễn Hữu Cảnh	0	1
Pearl Cafe - Nguyễn Hữu Cảnh	0	6
Peek A Boo Café	9	2
Pegacine - Võ Thị Sáu	4	1
Pencil Coffee	15	3
Pencil Coffee 	8	2
Pencil Coffee - Pasteur	24	6
Pendolasco	11551	2660
Peony Vo	18	6
Pepe Pizza & Pasta	8	2
Pepper Lunch - AEON Mall	71	18
Pepper Lunch - Diamond Plaza	16	4
Pepper Lunch - Món Tepanyaki	51	17
Pepper Lunch - Parkson Cantavil	56	14
Pepper Lunch - SC VivoCity	84	21
Pepper lunch - Tebaniaky	16	4
Pepper lunch - Union Square	96	24
Pepper Lunch - Unionsquare	4	1
Pepper Lunch - Vincom Center	48	12
Pepper Lunch - VivoCity	4	1
Pepperonis - Bùi Viện	28	7
Pepro's Shop - Mỹ Phẩm Xách Tay - Nam Kỳ Khởi Nghĩa	144	48
Perfume Cafe - Lê Thị Riêng	7	2
Pergola - Cafe Nhà Hàng Sân Vườn	1958	496
Pet Me Coffee	53	11
Petit Jardin Cafe - Hoa Mai	52	13
PG Chocolate Handmade - Bán Online	50	10
Phá Lấu - Bình Thới 	13	3
Phá Lấu - Kỳ Đồng	6	2
Phá Lấu - Nguyễn Biểu	4	1
Phá Lấu - Phùng Văn Cung	45	12
Phá Lấu - Trường Gia Định	52	14
Phá Lấu & Súp Ngũ Sắc	10	2
Phá lấu 226 - Bình Thới	64	16
Phá lấu Bình Tây	38	10
Phá Lấu Bò - Bà Hạt	24	6
Phá Lấu Bò - Cây Trâm	5	1
Phá Lấu Bò - Đề Thám	7	2
Phá lấu bò - Điện Biên Phủ	20	4
Phá lấu bò  ông bà già - Trần Hưng Đạo	5	1
Phá Lấu Bò - Phan Văn Trị	8	2
Phá Lấu Bò 226	8	2
Phá lấu bò A Chảy	48	12
Phá lấu bò xào - Huỳnh Đình Hai	12	3
Phá Lấu Châu Ù - Bùi Thị Xuân	33	8
Phá lấu chiên - Vũ Tùng	40	10
Phá Lấu Chú Ba - Dương Đình Nghệ	28	7
Phá lấu Chung Cư Mỹ Đức	24	6
Phá Lấu Cô Ba Vân	24	7
Phá Lấu Cô Oanh	11	3
Phá lấu Cô Thảo	15	3
Phá lấu dê- Phan Văn Trị	42	10
Phá lấu dì Nũi	44	11
Phá Lấu Dì Nủi - Tôn Đản	36	9
Phá Lấu Gia Định	14	4
Phá Lấu Lì	3	1
Phá Lấu Lì - Nguyễn Tri Phương	12	5
Phá Lấu Lì - Sương Nguyệt Anh	32	8
Phá Lấu Lì - Sương Nguyệt Ánh	37	12
Phá Lấu Marie Curie - Quận 11	5	1
Phá Lấu Marie Curie - quận 3	5	1
Phá Lấu Ngọc - Chung Cư Nguyễn Đình Chiểu	5	1
Phá Lấu Phùng Văn Cung 	1	1
Phá Lấu Rubi - Nguyễn Hồng Đào	50	13
Phá lấu Trần Văn Ơn	24	6
Phá Lấu Xào Me Bình Tây	12	4
Phá Lấu Xiên Que & Gà Nướng Vỉa Hè	20	6
Phạm Gia - Hòa Bình	0	9
Phạm Thanh Hải	15	10
Phạm Thị Ngọc Thuỳ Thuỳ	0	1
Phạm văn hai	32	8
Phan Gia - Điểm Tâm, Xiên Que, Đá Xay	36	9
Phan Gia - Sư Vạn Hạnh	52	13
Phan Gia 2	48	15
Phan Rang Quán - Lê Văn Lương	8	2
Phan Rang Tháp Chàm	32	8
Phan Thị - Cơm Tấm & Bún Thái	5	1
Phan Thi Dung	9	3
Pháp Quán	60	12
Pháp Quán - Cơm Sườn	8	2
Pháp Uyển 1 - Ẩm Thực Chay	0	8
Pháp Uyển 2 - Ẩm Thực Chay	8	2
Pháp Viện Minh Đăng Quang	336	96
Phát Cat Kitchen - Nướng & Beer	91	20
Phát Đạt - Nguyễn Văn Linh	0	1
Phat Phuc	1180	300
Phatty's	967	283
Phatty's Sports Bar & Grill	8164	2008
Phẫu Thuật Thẩm Mỹ - BS. Ngô Mộng Hùng	632	158
PHD - Pizza Hut Delivery	16	4
PHD - Pizza Hut Delivery 	24	6
Phi Cơ Quán	4	1
Phi Long Beer - Chung Cư Miếu Nổi	8	2
Phi Phố Biển - Hải Sản Tươi Sống	7	2
Phi Trường Quán	5	1
Phiêu Acoustic Cafe - Tô Hiến Thành	8	2
Phim Trường Rue Ofchic	1521	338
Phở - Hủ tíu Điền	80	16
Phố - Sinh tố & Nước ép - Nguyễn Văn Cừ	20	5
Phở 10 Lý Quốc Sư	36	9
Phở 113	30	6
Pho 2000	8597	2258
Pho 217	1848	462
Pho 24	862	210
Phở 24 - Nguyễn Tri Phương	8	2
Phở 24 - Pasteur	9	2
Phố ăn - Nguyễn Nhữ Lãm	16	4
Phố Ăn Vặt (Vy Nguyễn)	0	1
Phố Ăn Vặt Meoo Meoo - 0909820992	28	7
Phố ăn vặt- Nguyễn Hữu Thọ	4	1
Phở Anh	25	5
Phở Anh - Tân Sơn Nhì	2	1
Phở Bắc Hải - Làng Đại Học	8	2
Phở Bắc Hải Gia Truyền - Thành Thái	8	2
Phở Bò - Lý Thái Tổ	20	5
Phở Bò Bình Dân	8	2
Phở Bò Phú Gia	13	4
Phở Bò Viên Vĩnh Viễn	14	4
Phở Cao Thắng	4	1
Phở Cao Thắng - Cao Thắng	4	1
Phở chay Trí Minh	30	6
Phở Chí Phèo 1 - Đồng Đen	4	1
Phở Chua Lạng Sơn - Nguyễn Thiện Thuật	26	8
Phở Cô Chín Gia Lai	7	2
Phở Dậu - Phở Bắc Gia Truyền	0	6
Phố đi bộ Nguyễn Huệ	20	4
Phở Điền - Điểm Tâm Sáng	702	156
Phở Gà, Bò - Vĩnh Khánh	5	1
Phở gân bò chợ Đầm - Phạm Hồng Thái	18	6
Phở Gia Bảo Hà Nội	4	1
Pho Hai Thien	2208	523
Phở Hai Thiền	93	24
Phở Hai Thiền 	8	2
Phở Hai Thiền - Nguyễn Tri Phương	42	14
Phở Haru	2	1
Phở Hiền - Nguyễn Trãi	8	2
Pho Hoa	9688	2260
Phở Hòa	32	9
Phở Hoà - Nguyễn Thái Sơn	7	2
Phở Hòa - Pasteur	68	17
Phở Hoàng - Nguyễn Tri Phương	16	4
Phở Hồng - Phở khô Gia Lai	26	7
Phở Hồng Phan Xích Long - Phở khô Gia Lai	31	8
Phở Hồng Vân	10	3
Pho Hung	7937	1908
Phở Hùng - Hai Bà Trưng	22	6
Phở Hùng - Nguyễn Trãi	75	19
Phở Hùng Rạch Giá - Hai bà Trưng	3	2
Phở Hương - Nguyễn Đình Chiểu	63	14
Phở Hương Bình - Gà & Bò	8	2
Phở Hữu	20	5
Phở khô Gia Lai Ngọc Minh	44	11
Phở Kim Hưng - Phú Mỹ Hưng	15	4
Phở Lâm	1	1
Phố Lẩu Tư Trì - Nam Quốc Cang	8	2
Pho Le	9870	2183
Phở Lễ - Cao Thắng	9	2
Phở Lệ - Nguyễn Trãi	15	4
Phở Lệ - Võ Văn Tần	8	2
Phở Lệ Nguyễn Trãi	4	1
Phở Liên	24	6
Phô Mai 360 độ	4	1
Phô Mai Que 136	3	1
Phô Mai Que 136 - Thế Giới Ăn Vặt	5	2
Phô mai que Luxubu	25	5
Phô Mai Que Luxubu - Tạ Quang Bửu	4	1
Phở Miến Gà Kỳ Đồng	20	5
Phở Một Đô - Phạm Viết Chánh	7	2
Phở Nam Định	6	2
Phố Nhỏ - Cafe Sân Vườn	27	6
Phố Nướng - Nướng Thùng Phi	23	6
Phố Nướng F2	60	12
Phố nướng lẩu xiên que Bangkok - CoCo5 - Nguyễn Tri Phương	75	15
Phố Nướng No.1 BBQ - Nguyễn Văn Linh	7	2
Phố Nướng Tư Trì - Khổng Tử	28	7
Phở Ông Hùng - 1213 Ba Tháng Hai	4	1
Phở Ông Hùng - 682 Trần Hưng Đạo	4	1
Phở Ông Hùng - Aeon Mall Tân Phú	4	1
Phở Ông Hùng - Bùi Bằng Đoàn	4	1
Phở Ông Hùng - Cao Thắng	29	7
Phở Ông Hùng - Cửu Long	36	8
Phở Ông Hùng - Đào Duy Anh	16	4
Phở Ông Hùng - Đồng Khởi	21	5
Phở Ông Hùng - Đường Số 7	4	1
Phở Ông Hùng - Green View	8	2
Phở Ông Hùng - Hai Bà Trưng	49	10
Phở Ông Hùng - Hải Triều	12	3
Phở Ông Hùng - Lê Thánh Tôn  	25	6
Phở Ông Hùng - Lý Thường Kiệt	44	10
Phở Ông Hùng - Nam Kỳ Khởi Nghĩa	8	2
Phở Ông Hùng - Nguyễn Đức Cảnh	5	2
Phở Ông Hùng - Nguyễn Thị Nghĩa	4	1
Phở Ông Hùng - Nguyễn Văn Thủ	13	3
Phở Ông Hùng - Park View	4	1
Phở Ông Hùng - Song Hành	8	2
Phở Ông Hùng - Thảo Điền	12	3
Phở Ông Hùng - Trường Sơn	12	3
Phở Ông Hùng - Vincom Center B	13	3
Phở Phú Vương	56	13
Phở Phú Xuân - Huỳnh Tấn Phát	16	4
Phở Quê Hương - Ấp Tân Thới 3	32	8
Phở Quyết Thắng	5	1
Pho Quynh	8964	2081
Phở Quỳnh - Phạm Ngũ Lão	6	2
Phở Quỳnh Anh 	9	2
Phở Quỳnh Mai - Củ Chi	8	2
Phở Tàu Bay	44	11
Phố tàu hủ - Nguyễn Thị Định	15	3
Phố Tây Bùi Viện	92	23
Phở Thắng - Bánh Đa Cua Hải Phòng	4	1
Phở Thìn - Phố Nhỏ	0	2
Phở Thu	2	2
Phở Thuận Phát	4	1
Phố Trà Chanh	40	8
Phở Trang - Phan Văn Trị	25	6
Phở Trộn - Hủ Tíu Trộn Star Food - Nguyễn Kiệm	7	2
Phở Trộn Than - Thích Quảng Đức	58	15
Phở Vị Hoàng	7	2
Phố Việt - AEON Mall	7	2
Phở Vuông Tròn - Nguyễn Trãi	68	15
Phở Yên - Tôn Thất Tùng	4	1
Phòng Chiếu Phim Anh Vy	16	4
Phong Cua - Cây Sứ Quán	95	25
Phong Cua 1 - Cây Sứ Quán	16	6
Phòng Khám Da Liễu - BS Thanh Mai	28	8
Phòng Khám Đông Y Tâm Đức	4	2
Phong Kí Mì Gia	4	1
Photo Cafe Q6 - Đường Số 3	495	110
Phúc An Khang - Nhà Hàng Tiệc Cưới	427	130
phúc duyên	0	2
Phúc Ký - Hủ tíu dê	45	9
Phúc Lộc Thọ Cafe	7	2
Phúc Long Cafe Takeaway - Mạc Thị Bưởi	60	15
Phúc Long Cafe Takeaway - Nguyễn Huệ	72	18
Phúc Long Coffee & Tea Express - Cộng Hòa	32	8
Phúc Long Coffee & Tea Express - Lý Tự Trọng	48	12
Phúc Long Coffee & Tea Express - NowZone	84	21
Phúc Long Coffee & Tea Express - Phạm Hồng Thái	190	38
Phúc Long Coffee & Tea Express - Trần Hưng Đạo	75	18
Phúc Long Coffee & Tea House - 2 Ngô Đức Kế	12	4
Phúc Long Coffee & Tea House - Cộng Hòa	51	14
Phúc Long Coffee & Tea House - Crescent Mall	112	28
Phúc Long Coffee & Tea House - Lê Lợi	72	18
Phúc Long Coffee & Tea House - Lý Tự Trọng	168	43
Phúc Long Coffee & Tea House - Ngô Đức Kế	160	38
Phúc Long Coffee & Tea House - Nguyễn Huệ	104	26
Phúc Long Coffee & Tea House - Nowzone	60	16
Phúc Long Coffee & Tea House - Phạm Hồng Thái	21	5
Phúc Long Coffee & Tea House - SC VivoCity	134	35
Phúc Nugget's	30	10
Phúc Thịnh Cafe	0	2
Phụng Hà Nam Vang - Hủ Tiếu Nam Vang	8	2
Phước Ngư Đông Hải Sushi - Phù Đổng Thiên Vương	8	2
Phuong Cafe	4597	1021
Phương Cua	36	11
Phương Cua - Trần Phú	7	2
Phương Hà	9	3
Phương Hà - Shop Thực Phẩm Nhập Khẩu	70	20
Phuong Mai Vegetarian Restaurant	2648	601
Phương Nam Book Cafe - Nguyễn Văn Bình	4	1
Phương Nghi	0	3
Phương Nhi - Spa & Hair	182	52
Phương Quỳnh	0	6
Phương Quỳnh House - Shop Online	5	1
Phượng Tím Cafe	4	1
Phượt Quán 	13	3
Pi Trịnh	0	1
Piano Cafe	8	2
Pico plaza	60	17
Pigasus Acoustic Coffee	64	16
Pigsta Bakery 	85	17
Pín thố hầm thuốc bắc - Hậu Giang	5	1
Pinky Spa 	336	112
Pitchers Sports & Grill	30	6
Piza Huê	95	19
Piza Huế - Hương Vị Cố Đô	7	2
Pizza - Tra Sua Refresh	576	160
Pizza & Pasta	306	109
Pizza 4 Good	10	2
Pizza 4P’s - Pizza Kiểu Nhật	114	23
Pizza 4P’s - Pizza Kiểu Nhật - Lê Thánh Tôn	69	18
Pizza 4P’s - Pizza Kiểu Nhật - Nguyễn Văn Linh	39	10
Pizza 4P's	11006	2364
Pizza 4P's - Nguyễn Văn Linh	36	9
Pizza 4P's - Pizza Kiểu Nhật - Nguyễn Văn Linh	16	4
Pizza Cones Sài Gòn	36	9
Pizza Cones Yu	6	2
PIZZA ĐÀ LẠT	5	1
Pizza Đà Lạt - Chu Văn An	4	1
Pizza Đà Lạt - Lê Lợi	8	2
Pizza Enjoy Viet Nam - Pizza Giao Hàng Tận Nơi	0	3
Pizza Factory	0	2
Pizza Factory - AEON Mall	7	2
PIZZA For GOOD - P4G	16	4
Pizza Gustoso 	7	2
Pizza Home - Huỳnh Văn Bánh	40	10
Pizza Huế 	4	1
